CMDLINE python train.py
MEM 4458.449219 1618256849.8820
MEM 4458.449219 1618256849.9824
MEM 4458.449219 1618256850.0826
MEM 4458.449219 1618256850.1835
MEM 4458.449219 1618256850.2839
MEM 4458.449219 1618256850.3847
MEM 4458.449219 1618256850.4851
MEM 4458.449219 1618256850.5854
MEM 4458.449219 1618256850.6857
MEM 4458.449219 1618256850.7862
MEM 4458.449219 1618256850.8865
MEM 4458.449219 1618256850.9870
MEM 4458.449219 1618256851.0878
MEM 4458.449219 1618256851.1886
MEM 4458.449219 1618256851.2895
MEM 4458.449219 1618256851.3903
MEM 4458.449219 1618256851.4906
MEM 4458.449219 1618256851.5908
MEM 4458.449219 1618256851.6916
MEM 4458.449219 1618256851.7924
MEM 4458.449219 1618256851.8932
MEM 4458.449219 1618256851.9936
MEM 4458.449219 1618256852.0939
MEM 4458.449219 1618256852.1942
MEM 4458.449219 1618256852.2944
MEM 4458.449219 1618256852.3953
MEM 4458.449219 1618256852.4962
MEM 4458.449219 1618256852.5969
MEM 4458.449219 1618256852.6977
MEM 4458.449219 1618256852.7985
MEM 4458.449219 1618256852.8993
MEM 4458.449219 1618256852.9996
MEM 4458.449219 1618256853.1001
MEM 4458.449219 1618256853.2005
MEM 4458.449219 1618256853.3015
MEM 4458.449219 1618256853.4024
MEM 4458.449219 1618256853.5029
MEM 4458.449219 1618256853.6034
MEM 4458.449219 1618256853.7038
MEM 4458.449219 1618256853.8040
MEM 4458.449219 1618256853.9044
MEM 4458.449219 1618256854.0047
MEM 4458.449219 1618256854.1051
MEM 4458.449219 1618256854.2054
MEM 4458.449219 1618256854.3058
MEM 4458.449219 1618256854.4061
MEM 4458.449219 1618256854.5064
MEM 4458.449219 1618256854.6067
MEM 4458.449219 1618256854.7070
MEM 4458.449219 1618256854.8074
MEM 4458.449219 1618256854.9082
MEM 4458.449219 1618256855.0085
MEM 4458.449219 1618256855.1089
MEM 4458.449219 1618256855.2092
MEM 4458.449219 1618256855.3094
MEM 4458.449219 1618256855.4097
MEM 4458.449219 1618256855.5105
MEM 4458.449219 1618256855.6108
MEM 4458.449219 1618256855.7112
MEM 4458.449219 1618256855.8120
MEM 4458.449219 1618256855.9129
MEM 4458.449219 1618256856.0132
MEM 4458.449219 1618256856.1135
MEM 4458.449219 1618256856.2137
MEM 4458.449219 1618256856.3141
MEM 4458.449219 1618256856.4150
