CMDLINE python train.py
MEM 4644.324219 1618256934.3104
MEM 4644.324219 1618256934.4107
MEM 4644.324219 1618256934.5109
MEM 4644.324219 1618256934.6112
MEM 4644.324219 1618256934.7114
MEM 4644.324219 1618256934.8117
MEM 4644.324219 1618256934.9119
MEM 4644.324219 1618256935.0122
MEM 4644.324219 1618256935.1124
MEM 4644.324219 1618256935.2127
MEM 4644.324219 1618256935.3129
MEM 4644.324219 1618256935.4132
MEM 4644.324219 1618256935.5135
MEM 4644.324219 1618256935.6137
MEM 4644.324219 1618256935.7140
MEM 4644.324219 1618256935.8142
MEM 4644.324219 1618256935.9145
MEM 4644.324219 1618256936.0147
MEM 4644.324219 1618256936.1150
MEM 4644.324219 1618256936.2152
MEM 4644.324219 1618256936.3155
MEM 4644.324219 1618256936.4158
MEM 4644.324219 1618256936.5161
MEM 4644.324219 1618256936.6163
MEM 4644.324219 1618256936.7167
MEM 4644.324219 1618256936.8169
MEM 4644.324219 1618256936.9171
MEM 4644.324219 1618256937.0174
MEM 4644.324219 1618256937.1176
MEM 4644.324219 1618256937.2178
MEM 4644.324219 1618256937.3181
MEM 4644.324219 1618256937.4183
MEM 4644.324219 1618256937.5185
MEM 4644.324219 1618256937.6188
MEM 4644.324219 1618256937.7191
MEM 4644.324219 1618256937.8193
MEM 4644.324219 1618256937.9196
MEM 4644.324219 1618256938.0199
MEM 4644.324219 1618256938.1203
MEM 4644.324219 1618256938.2205
MEM 4644.324219 1618256938.3208
MEM 4644.324219 1618256938.4210
MEM 4644.324219 1618256938.5213
MEM 4644.324219 1618256938.6216
MEM 4644.324219 1618256938.7219
MEM 4644.324219 1618256938.8221
MEM 4644.324219 1618256938.9224
MEM 4644.324219 1618256939.0227
MEM 4644.324219 1618256939.1231
MEM 4644.324219 1618256939.2233
MEM 4644.324219 1618256939.3236
MEM 4644.324219 1618256939.4238
MEM 4644.324219 1618256939.5241
MEM 4644.324219 1618256939.6243
MEM 4644.324219 1618256939.7246
MEM 4644.324219 1618256939.8249
MEM 4644.324219 1618256939.9251
MEM 4644.324219 1618256940.0254
MEM 4644.324219 1618256940.1256
MEM 4644.324219 1618256940.2259
MEM 4644.324219 1618256940.3261
MEM 4644.324219 1618256940.4264
MEM 4644.324219 1618256940.5266
MEM 4644.324219 1618256940.6269
MEM 4644.324219 1618256940.7272
MEM 4644.324219 1618256940.8275
MEM 4644.324219 1618256940.9277
MEM 4644.324219 1618256941.0280
MEM 4644.324219 1618256941.1282
MEM 4644.324219 1618256941.2285
MEM 4644.324219 1618256941.3287
MEM 4644.324219 1618256941.4290
MEM 4644.324219 1618256941.5294
MEM 4644.324219 1618256941.6296
MEM 4644.324219 1618256941.7300
MEM 4644.324219 1618256941.8303
MEM 4644.324219 1618256941.9306
MEM 4644.324219 1618256942.0308
MEM 4644.324219 1618256942.1311
MEM 4644.324219 1618256942.2313
MEM 4644.324219 1618256942.3317
MEM 4644.324219 1618256942.4319
MEM 4644.324219 1618256942.5322
MEM 4644.324219 1618256942.6324
MEM 4644.324219 1618256942.7327
MEM 4644.324219 1618256942.8331
MEM 4644.324219 1618256942.9333
MEM 4644.324219 1618256943.0335
MEM 4644.324219 1618256943.1338
MEM 4644.324219 1618256943.2341
MEM 4644.324219 1618256943.3344
MEM 4644.324219 1618256943.4347
MEM 4644.324219 1618256943.5350
MEM 4644.324219 1618256943.6353
MEM 4644.324219 1618256943.7355
MEM 4644.324219 1618256943.8358
MEM 4644.324219 1618256943.9360
MEM 4644.324219 1618256944.0363
MEM 4644.324219 1618256944.1366
MEM 4644.324219 1618256944.2368
MEM 4644.324219 1618256944.3371
MEM 4644.324219 1618256944.4374
MEM 4644.324219 1618256944.5377
MEM 4644.324219 1618256944.6379
MEM 4644.324219 1618256944.7382
MEM 4644.324219 1618256944.8384
MEM 4644.324219 1618256944.9387
MEM 4644.324219 1618256945.0390
MEM 4644.414062 1618256945.1392
