CMDLINE python train.py
MEM 4466.500000 1618257032.3132
MEM 4466.500000 1618257032.4140
MEM 4466.500000 1618257032.5149
MEM 4466.500000 1618257032.6157
MEM 4466.500000 1618257032.7165
MEM 4466.500000 1618257032.8173
MEM 4466.500000 1618257032.9181
MEM 4466.500000 1618257033.0189
MEM 4466.500000 1618257033.1197
MEM 4466.500000 1618257033.2205
MEM 4466.500000 1618257033.3209
MEM 4466.500000 1618257033.4211
MEM 4466.500000 1618257033.5214
MEM 4466.500000 1618257033.6218
MEM 4466.500000 1618257033.7227
MEM 4466.500000 1618257033.8232
MEM 4466.500000 1618257033.9237
MEM 4466.500000 1618257034.0241
MEM 4466.500000 1618257034.1245
MEM 4466.500000 1618257034.2248
MEM 4466.500000 1618257034.3258
MEM 4466.500000 1618257034.4262
MEM 4466.500000 1618257034.5270
MEM 4466.500000 1618257034.6279
MEM 4466.500000 1618257034.7287
MEM 4466.500000 1618257034.8291
MEM 4466.500000 1618257034.9294
MEM 4466.500000 1618257035.0296
MEM 4466.500000 1618257035.1304
MEM 4466.500000 1618257035.2312
MEM 4466.500000 1618257035.3315
MEM 4466.500000 1618257035.4324
MEM 4466.500000 1618257035.5333
MEM 4466.500000 1618257035.6341
MEM 4466.500000 1618257035.7350
MEM 4466.500000 1618257035.8358
MEM 4466.500000 1618257035.9366
MEM 4466.500000 1618257036.0375
MEM 4466.500000 1618257036.1378
MEM 4466.500000 1618257036.2382
MEM 4466.500000 1618257036.3385
MEM 4466.500000 1618257036.4388
MEM 4466.500000 1618257036.5396
MEM 4466.500000 1618257036.6404
MEM 4466.500000 1618257036.7412
MEM 4466.500000 1618257036.8422
MEM 4466.500000 1618257036.9426
MEM 4466.500000 1618257037.0435
MEM 4466.500000 1618257037.1444
MEM 4466.500000 1618257037.2452
MEM 4466.500000 1618257037.3455
MEM 4466.500000 1618257037.4458
MEM 4466.500000 1618257037.5462
MEM 4466.500000 1618257037.6467
MEM 4466.500000 1618257037.7471
MEM 4466.500000 1618257037.8474
MEM 4466.500000 1618257037.9477
MEM 4466.500000 1618257038.0479
MEM 4466.500000 1618257038.1487
MEM 4466.500000 1618257038.2496
MEM 4466.500000 1618257038.3504
MEM 4466.500000 1618257038.4512
MEM 4466.500000 1618257038.5522
MEM 4466.500000 1618257038.6529
MEM 4466.500000 1618257038.7533
MEM 4466.500000 1618257038.8535
MEM 4466.500000 1618257038.9538
MEM 4466.500000 1618257039.0540
MEM 4466.500000 1618257039.1548
MEM 4466.500000 1618257039.2557
MEM 4466.500000 1618257039.3560
MEM 4466.500000 1618257039.4565
MEM 4466.500000 1618257039.5568
MEM 4466.500000 1618257039.6570
MEM 4466.500000 1618257039.7578
MEM 4466.500000 1618257039.8586
MEM 4466.500000 1618257039.9594
MEM 4466.500000 1618257040.0604
MEM 4466.500000 1618257040.1608
MEM 4466.500000 1618257040.2614
MEM 4466.500000 1618257040.3619
MEM 4466.500000 1618257040.4625
MEM 4466.500000 1618257040.5629
MEM 4466.500000 1618257040.6631
MEM 4466.500000 1618257040.7634
MEM 4466.500000 1618257040.8642
MEM 4466.500000 1618257040.9645
MEM 4466.500000 1618257041.0648
MEM 4466.500000 1618257041.1655
MEM 4466.500000 1618257041.2664
MEM 4466.500000 1618257041.3672
MEM 4466.500000 1618257041.4676
MEM 4466.500000 1618257041.5679
MEM 4466.500000 1618257041.6683
MEM 4466.500000 1618257041.7686
MEM 4466.500000 1618257041.8689
MEM 4466.500000 1618257041.9697
MEM 4466.500000 1618257042.0702
MEM 4466.500000 1618257042.1710
MEM 4466.500000 1618257042.2718
MEM 4466.500000 1618257042.3727
MEM 4466.500000 1618257042.4730
MEM 4466.500000 1618257042.5733
MEM 4466.500000 1618257042.6735
MEM 4466.500000 1618257042.7744
MEM 4466.500000 1618257042.8753
MEM 4466.500000 1618257042.9761
MEM 4466.500000 1618257043.0770
MEM 4466.500000 1618257043.1779
MEM 4466.500000 1618257043.2787
MEM 4466.500000 1618257043.3796
MEM 4466.500000 1618257043.4799
MEM 4466.500000 1618257043.5807
MEM 4466.500000 1618257043.6818
MEM 4466.500000 1618257043.7822
MEM 4466.500000 1618257043.8827
MEM 4466.500000 1618257043.9830
MEM 4466.500000 1618257044.0833
MEM 4466.500000 1618257044.1836
MEM 4466.500000 1618257044.2844
MEM 4466.500000 1618257044.3848
MEM 4466.500000 1618257044.4856
MEM 4466.500000 1618257044.5864
MEM 4466.500000 1618257044.6872
MEM 4466.500000 1618257044.7880
MEM 4466.500000 1618257044.8888
MEM 4466.500000 1618257044.9898
MEM 4466.500000 1618257045.0906
MEM 4466.500000 1618257045.1915
MEM 4466.500000 1618257045.2923
MEM 4466.500000 1618257045.3932
MEM 4466.500000 1618257045.4935
MEM 4466.500000 1618257045.5939
MEM 4466.500000 1618257045.6944
MEM 4466.500000 1618257045.7946
MEM 4466.500000 1618257045.8954
MEM 4466.500000 1618257045.9958
MEM 4466.500000 1618257046.0960
MEM 4466.500000 1618257046.1963
MEM 4466.500000 1618257046.2972
MEM 4466.500000 1618257046.3980
MEM 4466.500000 1618257046.4988
MEM 4466.500000 1618257046.5997
MEM 4466.500000 1618257046.7005
MEM 4466.500000 1618257046.8013
MEM 4466.500000 1618257046.9016
MEM 4466.500000 1618257047.0020
MEM 4466.500000 1618257047.1023
MEM 4466.500000 1618257047.2025
MEM 4466.500000 1618257047.3030
MEM 4466.500000 1618257047.4033
MEM 4466.500000 1618257047.5036
MEM 4466.500000 1618257047.6041
MEM 4466.500000 1618257047.7043
MEM 4466.500000 1618257047.8046
MEM 4466.500000 1618257047.9049
MEM 4466.500000 1618257048.0053
MEM 4466.500000 1618257048.1061
MEM 4466.500000 1618257048.2066
MEM 4466.500000 1618257048.3072
MEM 4466.500000 1618257048.4078
MEM 4466.500000 1618257048.5081
MEM 4466.500000 1618257048.6083
MEM 4466.500000 1618257048.7086
MEM 4466.500000 1618257048.8089
MEM 4466.500000 1618257048.9092
MEM 4466.500000 1618257049.0096
MEM 4466.500000 1618257049.1099
MEM 4466.500000 1618257049.2102
MEM 4466.500000 1618257049.3106
MEM 4466.500000 1618257049.4109
MEM 4466.500000 1618257049.5112
MEM 4466.500000 1618257049.6115
MEM 4466.500000 1618257049.7119
MEM 4466.500000 1618257049.8122
MEM 4466.500000 1618257049.9127
MEM 4466.500000 1618257050.0130
MEM 4466.500000 1618257050.1133
MEM 4466.500000 1618257050.2136
MEM 4466.500000 1618257050.3140
MEM 4466.500000 1618257050.4143
MEM 4466.500000 1618257050.5146
MEM 4466.500000 1618257050.6150
MEM 4466.500000 1618257050.7153
MEM 4466.500000 1618257050.8157
MEM 4466.500000 1618257050.9160
MEM 4466.500000 1618257051.0163
MEM 4466.500000 1618257051.1167
MEM 4466.500000 1618257051.2171
MEM 4466.500000 1618257051.3174
MEM 4466.500000 1618257051.4177
MEM 4466.500000 1618257051.5180
MEM 4466.500000 1618257051.6183
MEM 4466.500000 1618257051.7185
MEM 4466.500000 1618257051.8188
MEM 4466.500000 1618257051.9195
MEM 4466.500000 1618257052.0200
MEM 4466.500000 1618257052.1208
MEM 4466.500000 1618257052.2211
MEM 4466.539062 1618257052.3214
MEM 4466.539062 1618257052.4217
MEM 4466.539062 1618257052.5219
MEM 4466.539062 1618257052.6222
MEM 4466.539062 1618257052.7227
MEM 4466.539062 1618257052.8229
MEM 4466.539062 1618257052.9238
MEM 4466.539062 1618257053.0247
MEM 4466.539062 1618257053.1250
MEM 4466.539062 1618257053.2252
MEM 4466.539062 1618257053.3255
MEM 4466.539062 1618257053.4257
MEM 4466.539062 1618257053.5259
MEM 4466.539062 1618257053.6262
MEM 4466.539062 1618257053.7264
MEM 4466.539062 1618257053.8267
MEM 4466.539062 1618257053.9270
MEM 4466.539062 1618257054.0273
MEM 4466.539062 1618257054.1281
MEM 4466.539062 1618257054.2289
MEM 4466.539062 1618257054.3292
MEM 4466.539062 1618257054.4300
MEM 4466.539062 1618257054.5308
MEM 4466.539062 1618257054.6311
MEM 4466.539062 1618257054.7314
MEM 4466.539062 1618257054.8316
MEM 4466.539062 1618257054.9321
MEM 4466.539062 1618257055.0325
MEM 4466.539062 1618257055.1328
MEM 4466.539062 1618257055.2331
MEM 4466.539062 1618257055.3334
MEM 4466.539062 1618257055.4337
MEM 4466.539062 1618257055.5340
MEM 4466.628906 1618257055.6343
MEM 4493.394531 1618257055.7346
MEM 0.000000 1618257055.8349
MEM 0.000000 1618257055.9352
